id,nombre,ticker,item,ultOperado,apertura,maxDia,minDia,cierreAnterior,max52,min52,variacion,volumen,fechaCotizacion
869341,ON AES CL. 1 VTO14/07/25 U$S,AEC1D,869341,101.5,101.5,101.5,101.5,0.0,0.0,0.0,0.0,100.485,2024-07-24T11:00:00-03:00
869341,ON AES CL. 1 VTO14/07/25 U$S,AEC1D,869341,99.7,101.5,101.5,99.7,0.0,0.0,0.0,0.0,92.721,2024-07-24T11:03:00-03:00
869341,ON AES CL. 1 VTO14/07/25 U$S,AEC1D,869341,99.8,99.8,99.8,99.8,0.0,0.0,0.0,0.0,49.9,2024-07-24T11:11:00-03:00
869341,ON AES CL. 1 VTO14/07/25 U$S,AEC1D,869341,101.45,101.45,101.45,101.45,0.0,0.0,0.0,0.0,82.1745,2024-07-24T11:15:00-03:00
869341,ON AES CL. 1 VTO14/07/25 U$S,AEC1D,869341,100.05,100.05,100.05,100.05,0.0,0.0,0.0,0.0,79.0395,2024-07-24T14:42:00-03:00
869341,ON AES CL. 1 VTO14/07/25 U$S,AEC1D,869341,100.05,100.05,100.05,100.05,0.0,0.0,0.0,0.0,46.023,2024-07-24T15:13:00-03:00
869341,ON AES CL. 1 VTO14/07/25 U$S,AEC1D,869341,100.75,100.75,100.75,100.75,0.0,0.0,0.0,0.0,3409.38,2024-07-24T15:44:00-03:00
869341,ON AES CL. 1 VTO14/07/25 U$S,AEC1D,869341,100.9,100.9,100.9,100.9,0.0,0.0,0.0,0.0,100.9,2024-07-24T16:07:00-03:00
869341,ON AES CL. 1 VTO14/07/25 U$S,AEC1D,869341,100.9,100.9,100.9,100.9,0.0,0.0,0.0,0.0,504.5,2024-07-24T16:10:00-03:00
869341,ON AES CL. 1 VTO14/07/25 U$S,AEC1D,869341,100.9,100.9,100.9,100.9,0.0,0.0,0.0,0.0,128.143,2024-07-24T16:12:00-03:00
869341,ON AES CL. 1 VTO14/07/25 U$S,AEC1D,869341,100.9,100.9,100.9,100.9,0.0,0.0,0.0,0.0,504.5,2024-07-24T16:14:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,133010.0,133010.0,133010.0,133010.0,0.0,0.0,0.0,0.0,2061655.0,2024-07-24T11:00:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,133100.0,133100.0,133100.0,133100.0,0.0,0.0,0.0,0.0,7986.0,2024-07-24T11:03:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,133000.0,133100.0,133100.0,133000.0,0.0,0.0,0.0,0.0,344470.0,2024-07-24T11:04:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,134000.0,134000.0,134000.0,134000.0,0.0,0.0,0.0,0.0,2680.0,2024-07-24T11:05:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,134000.0,134000.0,134000.0,134000.0,0.0,0.0,0.0,0.0,26800.0,2024-07-24T11:09:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,133550.0,134000.0,134000.0,133550.0,0.0,0.0,0.0,0.0,2671.0,2024-07-24T11:13:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,133560.0,133560.0,133560.0,133560.0,0.0,0.0,0.0,0.0,62773.2,2024-07-24T11:15:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,133550.0,134000.0,134000.0,133550.0,0.0,0.0,0.0,0.0,281790.5,2024-07-24T11:22:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,134000.0,134000.0,134000.0,134000.0,0.0,0.0,0.0,0.0,16080.0,2024-07-24T11:27:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,134390.0,134390.0,134390.0,134390.0,0.0,0.0,0.0,0.0,1343.9,2024-07-24T11:47:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,133520.0,133520.0,133520.0,133520.0,0.0,0.0,0.0,0.0,1335.2,2024-07-24T11:50:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,134370.0,134370.0,134370.0,134370.0,0.0,0.0,0.0,0.0,80622.0,2024-07-24T11:53:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,134380.0,134370.0,134380.0,134370.0,0.0,0.0,0.0,0.0,77940.4,2024-07-24T11:55:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,134380.0,133520.0,134380.0,133520.0,0.0,0.0,0.0,0.0,47033.0,2024-07-24T11:56:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,134680.0,134680.0,134680.0,134680.0,0.0,0.0,0.0,0.0,1346.8,2024-07-24T14:54:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,134690.0,134680.0,134690.0,134680.0,0.0,0.0,0.0,0.0,187219.1,2024-07-24T15:00:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,134010.0,134010.0,134010.0,134010.0,0.0,0.0,0.0,0.0,1340.1,2024-07-24T15:03:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,134670.0,134670.0,134670.0,134670.0,0.0,0.0,0.0,0.0,8080.2,2024-07-24T15:42:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,134670.0,134670.0,134670.0,134670.0,0.0,0.0,0.0,0.0,8080.2,2024-07-24T15:48:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,134670.0,134670.0,134670.0,134670.0,0.0,0.0,0.0,0.0,5386.8,2024-07-24T15:50:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,134670.0,134670.0,134670.0,134670.0,0.0,0.0,0.0,0.0,350142.0,2024-07-24T15:56:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,135000.0,134680.0,135000.0,134680.0,0.0,0.0,0.0,0.0,332100.0,2024-07-24T16:05:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,135000.0,135000.0,135000.0,135000.0,0.0,0.0,0.0,0.0,144450.0,2024-07-24T16:06:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,135000.0,135000.0,135000.0,135000.0,0.0,0.0,0.0,0.0,135000.0,2024-07-24T16:07:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,135000.0,135000.0,135000.0,135000.0,0.0,0.0,0.0,0.0,675000.0,2024-07-24T16:10:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,135000.0,135500.0,135500.0,135000.0,0.0,0.0,0.0,0.0,171450.0,2024-07-24T16:12:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,135000.0,135000.0,135000.0,135000.0,0.0,0.0,0.0,0.0,2178900.0,2024-07-24T16:14:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,135390.0,135390.0,135390.0,135390.0,0.0,0.0,0.0,0.0,97480.8,2024-07-24T16:30:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,135400.0,135400.0,135400.0,135400.0,0.0,0.0,0.0,0.0,28434.0,2024-07-24T16:35:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,135300.0,135300.0,135300.0,135300.0,0.0,0.0,0.0,0.0,338250.0,2024-07-24T16:38:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,135290.0,135290.0,135290.0,135290.0,0.0,0.0,0.0,0.0,2705.8,2024-07-24T16:42:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,134500.0,134500.0,134500.0,134500.0,0.0,0.0,0.0,0.0,67250.0,2024-07-24T16:48:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,135000.0,135290.0,135290.0,135000.0,0.0,0.0,0.0,0.0,17550.0,2024-07-24T16:49:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,135290.0,135000.0,135290.0,135000.0,0.0,0.0,0.0,0.0,47351.5,2024-07-24T16:50:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,135290.0,135290.0,135290.0,135290.0,0.0,0.0,0.0,0.0,1352.9,2024-07-24T16:51:00-03:00
869327,ON AES CL. 1 VTO14/07/25 U$S,AEC1O,869327,135290.0,135290.0,135290.0,135290.0,0.0,0.0,0.0,0.0,1352.9,2024-07-24T17:00:00-03:00
834280,ON AEROP ARG 2000 CL.6 V21/02/25 U$S,AER6O,834280,93000.0,93000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2024-07-24T17:00:17.687-03:00
845718,ON AEROPUERTOS ARG CL.9 V19/08/26 U$S,AER9O,845718,92000.0,92000.0,92000.0,92000.0,0.0,0.0,0.0,0.0,9200.0,2024-07-24T12:13:00-03:00
845718,ON AEROPUERTOS ARG CL.9 V19/08/26 U$S,AER9O,845718,92000.0,92000.0,92000.0,92000.0,0.0,0.0,0.0,0.0,346840.0,2024-07-24T13:42:00-03:00
845718,ON AEROPUERTOS ARG CL.9 V19/08/26 U$S,AER9O,845718,92000.0,92000.0,92000.0,92000.0,0.0,0.0,0.0,0.0,152720.0,2024-07-24T14:55:00-03:00
845718,ON AEROPUERTOS ARG CL.9 V19/08/26 U$S,AER9O,845718,92000.0,92000.0,92000.0,92000.0,0.0,0.0,0.0,0.0,142600.0,2024-07-24T16:19:00-03:00
833547,"ON AA2000 REGS 8,5% V.01/08/2031",ARC1C,833547,90.47,98.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2024-07-24T17:00:12.923-03:00
833548,"ON AA2000 REGS 8,5% V.01/08/2031",ARC1D,833548,106.3,106.3,106.3,106.3,0.0,0.0,0.0,0.0,1063.0,2024-07-24T11:00:00-03:00
833548,"ON AA2000 REGS 8,5% V.01/08/2031",ARC1D,833548,105.8,105.8,105.8,105.8,0.0,0.0,0.0,0.0,2116.0,2024-07-24T12:24:00-03:00
833548,"ON AA2000 REGS 8,5% V.01/08/2031",ARC1D,833548,105.8,105.8,105.8,105.8,0.0,0.0,0.0,0.0,1058.0,2024-07-24T12:25:00-03:00
833548,"ON AA2000 REGS 8,5% V.01/08/2031",ARC1D,833548,105.8,105.8,105.8,105.8,0.0,0.0,0.0,0.0,2116.0,2024-07-24T12:36:00-03:00
833548,"ON AA2000 REGS 8,5% V.01/08/2031",ARC1D,833548,105.8,105.5,105.8,105.5,0.0,0.0,0.0,0.0,1058.0,2024-07-24T13:12:00-03:00
833548,"ON AA2000 REGS 8,5% V.01/08/2031",ARC1D,833548,105.8,105.8,105.8,105.8,0.0,0.0,0.0,0.0,1058.0,2024-07-24T13:38:00-03:00
833548,"ON AA2000 REGS 8,5% V.01/08/2031",ARC1D,833548,105.75,105.75,105.75,105.75,0.0,0.0,0.0,0.0,1057.5,2024-07-24T14:09:00-03:00
833548,"ON AA2000 REGS 8,5% V.01/08/2031",ARC1D,833548,105.75,105.75,105.75,105.75,0.0,0.0,0.0,0.0,3172.5,2024-07-24T14:59:00-03:00
833548,"ON AA2000 REGS 8,5% V.01/08/2031",ARC1D,833548,105.75,105.75,105.75,105.75,0.0,0.0,0.0,0.0,1057.5,2024-07-24T15:08:00-03:00
833548,"ON AA2000 REGS 8,5% V.01/08/2031",ARC1D,833548,105.8,105.8,105.8,105.8,0.0,0.0,0.0,0.0,1058.0,2024-07-24T15:31:00-03:00
833548,"ON AA2000 REGS 8,5% V.01/08/2031",ARC1D,833548,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,1050.0,2024-07-24T15:40:00-03:00
833548,"ON AA2000 REGS 8,5% V.01/08/2031",ARC1D,833548,105.0,105.0,105.0,105.0,0.0,0.0,0.0,0.0,1050.0,2024-07-24T15:41:00-03:00
833548,"ON AA2000 REGS 8,5% V.01/08/2031",ARC1D,833548,105.2,105.2,105.2,105.2,0.0,0.0,0.0,0.0,5260.0,2024-07-24T16:24:00-03:00
833548,"ON AA2000 REGS 8,5% V.01/08/2031",ARC1D,833548,105.8,105.8,105.8,105.8,0.0,0.0,0.0,0.0,5290.0,2024-07-24T16:54:00-03:00
833548,"ON AA2000 REGS 8,5% V.01/08/2031",ARC1D,833548,105.8,105.8,105.8,105.8,0.0,0.0,0.0,0.0,1058.0,2024-07-24T17:00:00-03:00
833549,"ON AA2000 REGS 8,5% V.01/08/203",ARC1O,833549,141490.0,141490.0,141490.0,141490.0,0.0,0.0,0.0,0.0,1414900.0,2024-07-24T11:42:00-03:00
833549,"ON AA2000 REGS 8,5% V.01/08/203",ARC1O,833549,140000.0,140000.0,140000.0,140000.0,0.0,0.0,0.0,0.0,1400000.0,2024-07-24T14:42:00-03:00
833549,"ON AA2000 REGS 8,5% V.01/08/203",ARC1O,833549,139800.0,139800.0,139800.0,139800.0,0.0,0.0,0.0,0.0,1398000.0,2024-07-24T15:10:00-03:00
833549,"ON AA2000 REGS 8,5% V.01/08/203",ARC1O,833549,140650.0,139800.0,140650.0,139800.0,0.0,0.0,0.0,0.0,15471500.0,2024-07-24T15:11:00-03:00
833549,"ON AA2000 REGS 8,5% V.01/08/203",ARC1O,833549,140650.0,140650.0,140650.0,140650.0,0.0,0.0,0.0,0.0,1406500.0,2024-07-24T15:12:00-03:00
833549,"ON AA2000 REGS 8,5% V.01/08/203",ARC1O,833549,140650.0,140650.0,140650.0,140650.0,0.0,0.0,0.0,0.0,1406500.0,2024-07-24T15:23:00-03:00
833549,"ON AA2000 REGS 8,5% V.01/08/203",ARC1O,833549,139610.0,139610.0,139610.0,139610.0,0.0,0.0,0.0,0.0,1396100.0,2024-07-24T15:31:00-03:00
833549,"ON AA2000 REGS 8,5% V.01/08/203",ARC1O,833549,139620.0,139620.0,139620.0,139620.0,0.0,0.0,0.0,0.0,1396200.0,2024-07-24T15:56:00-03:00
833549,"ON AA2000 REGS 8,5% V.01/08/203",ARC1O,833549,139660.0,139660.0,139660.0,139660.0,0.0,0.0,0.0,0.0,1396600.0,2024-07-24T16:28:00-03:00
833549,"ON AA2000 REGS 8,5% V.01/08/203",ARC1O,833549,140190.0,140190.0,140190.0,140190.0,0.0,0.0,0.0,0.0,1401900.0,2024-07-24T16:43:00-03:00
788502,ON.BCO.MACRO SUB REAJ CL A,BACAD,788502,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2024-07-24T17:00:13.9-03:00
877136,ON BANCO MACRO CL. F V31/10/24 U$S CG,BACFD,877136,101.3,101.3,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2024-07-24T17:00:28.157-03:00
877137,ON BANCO MACRO CL. F V31/10/24 U$S CG,BACFO,877137,132200.0,132250.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2024-07-24T17:00:14.177-03:00
873753,ON BOLDT U$S V07/03/26 CG,BOL1D,873753,108.7,108.7,108.7,108.7,0.0,0.0,0.0,0.0,108.7,2024-07-24T12:20:00-03:00
873753,ON BOLDT U$S V07/03/26 CG,BOL1D,873753,108.0,108.0,108.0,108.0,0.0,0.0,0.0,0.0,19.44,2024-07-24T12:57:00-03:00
873753,ON BOLDT U$S V07/03/26 CG,BOL1D,873753,108.7,108.0,108.7,108.0,0.0,0.0,0.0,0.0,1055.477,2024-07-24T13:09:00-03:00
873753,ON BOLDT U$S V07/03/26 CG,BOL1D,873753,108.7,108.7,108.7,108.7,0.0,0.0,0.0,0.0,493.498,2024-07-24T13:18:00-03:00
873753,ON BOLDT U$S V07/03/26 CG,BOL1D,873753,108.7,108.7,108.7,108.7,0.0,0.0,0.0,0.0,667.418,2024-07-24T13:37:00-03:00
873753,ON BOLDT U$S V07/03/26 CG,BOL1D,873753,108.7,108.7,108.7,108.7,0.0,0.0,0.0,0.0,15.218,2024-07-24T14:06:00-03:00
873753,ON BOLDT U$S V07/03/26 CG,BOL1D,873753,108.7,108.7,108.7,108.7,0.0,0.0,0.0,0.0,1.087,2024-07-24T15:01:00-03:00
873753,ON BOLDT U$S V07/03/26 CG,BOL1D,873753,108.7,108.7,108.7,108.7,0.0,0.0,0.0,0.0,2.174,2024-07-24T16:15:00-03:00
873753,ON BOLDT U$S V07/03/26 CG,BOL1D,873753,108.7,108.7,108.7,108.7,0.0,0.0,0.0,0.0,8.696,2024-07-24T16:55:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,140000.0,140000.0,140000.0,140000.0,0.0,0.0,0.0,0.0,2800.0,2024-07-24T11:03:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,140000.0,140000.0,140000.0,140000.0,0.0,0.0,0.0,0.0,7000.0,2024-07-24T11:08:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,140000.0,140000.0,140000.0,140000.0,0.0,0.0,0.0,0.0,2800.0,2024-07-24T11:11:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,145000.0,145000.0,145000.0,145000.0,0.0,0.0,0.0,0.0,14500.0,2024-07-24T11:12:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,145000.0,145000.0,145000.0,145000.0,0.0,0.0,0.0,0.0,1450.0,2024-07-24T11:16:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,144950.0,144940.0,144950.0,144940.0,0.0,0.0,0.0,0.0,84071.0,2024-07-24T11:19:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,144950.0,144000.0,144950.0,144000.0,0.0,0.0,0.0,0.0,4348.5,2024-07-24T11:33:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,140000.0,140100.0,140100.0,140000.0,0.0,0.0,0.0,0.0,140000.0,2024-07-24T11:40:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,140000.0,140000.0,140000.0,140000.0,0.0,0.0,0.0,0.0,2800.0,2024-07-24T12:09:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,140000.0,140000.0,140000.0,140000.0,0.0,0.0,0.0,0.0,44800.0,2024-07-24T12:13:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,142000.0,142000.0,142000.0,142000.0,0.0,0.0,0.0,0.0,82360.0,2024-07-24T12:38:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,142000.0,142000.0,142000.0,142000.0,0.0,0.0,0.0,0.0,11360.0,2024-07-24T12:39:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,142000.0,142000.0,142000.0,142000.0,0.0,0.0,0.0,0.0,1420.0,2024-07-24T12:42:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,142000.0,142000.0,142000.0,142000.0,0.0,0.0,0.0,0.0,1420.0,2024-07-24T12:49:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,141790.0,141790.0,141790.0,141790.0,0.0,0.0,0.0,0.0,7089.5,2024-07-24T13:05:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,140000.0,140000.0,140000.0,140000.0,0.0,0.0,0.0,0.0,14000.0,2024-07-24T13:16:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,141790.0,141790.0,141790.0,141790.0,0.0,0.0,0.0,0.0,7089.5,2024-07-24T13:22:00-03:00
